fact_id,text,times_posted,last_posted
FT-0826,"Qatar and the UAE draw so much of their labor force from South Asia that Indian, Pakistani, Bangladeshi and Nepali nationals together outnumber local citizens.",0,
FT-0827,"Britain's 1948-1971 ""Windrush generation"" brought tens of thousands of Caribbean migrants to help rebuild postwar Britain; many only had their citizenship formally confirmed decades later.",0,
FT-0828,"The US-Mexico corridor is one of the largest remittance routes on Earth, moving tens of billions of dollars a year from migrant workers to families back home.",0,
FT-0829,"Europe saw over a million asylum applications in a single year at least twice in the past decade, its largest forced movement of people since World War Two.",0,
FT-0830,"About 30% of Australia's population was born overseas, one of the highest shares among large developed economies.",0,
FT-0831,"Canada admits several hundred thousand new permanent residents a year, a rate that, relative to population, far exceeds the United States'.",0,
FT-0832,Nepal's economy leans so heavily on migrant labor abroad that remittances are estimated to equal roughly a quarter of the country's entire GDP.,0,
FT-0833,"Japan, long closed to large-scale immigration, has quietly become one of Asia's top destinations for migrant workers as its aging economy runs short of labor.",0,
FT-0834,"Lagos has grown from roughly 1 million people in 1970 to an estimated 15 million or more today, making it one of the fastest-growing megacities on Earth.",0,
FT-0835,"Shenzhen was a fishing town of about 30,000 people in 1980. Designated a special economic zone that year, it now holds more than 17 million.",0,
FT-0836,Delhi's metro area is growing so fast the UN projects it could become the world's single most populous urban agglomeration within a couple of decades.,0,
FT-0837,"An estimated 1 billion people worldwide live in informal settlements or slums, most in rapidly urbanizing cities across Africa and Asia.",0,
FT-0838,"Singapore has expanded its land area by roughly a quarter since independence in 1965, almost entirely through land reclamation.",0,
FT-0839,"Residency in Pyongyang is tightly restricted by the North Korean state — living in the capital is treated as a privilege, not a right.",0,
FT-0840,"Detroit's population has fallen by more than half since its 1950s peak of roughly 1.85 million, one of the steepest declines of any major Western city.",0,
FT-0841,"The number of ""megacities"" with over 10 million people has grown from about 10 in 1990 to more than 30 today, per UN data.",0,
FT-0842,"Mumbai's Dharavi packs an estimated 1 million or more residents into roughly 2 square kilometres, among the densest urban patches on Earth.",0,
FT-0843,"Brasília was built from nothing in under four years and became Brazil's capital in 1960, its master plan laid out in the shape of an airplane.",0,
FT-0844,"Nearly 40% of Egypt's population is squeezed into greater Cairo and the Nile Delta, leaving most of the country's land area almost empty.",0,
FT-0845,Ho Chi Minh City's population has roughly quadrupled since Vietnam's post-1986 economic reforms sent rural migrants pouring into its factories and service jobs.,0,
FT-0846,"There are more than 300 distinct sign languages in use worldwide — they are not one universal language, and most aren't mutually intelligible.",0,
FT-0847,"English is estimated to have borrowed roughly 80% of its vocabulary from other languages, chiefly Latin, French and Greek.",0,
FT-0848,"Louis Braille invented his raised-dot reading system in the 1820s at age 15, after losing his sight in a childhood accident.",0,
FT-0849,"Cyrillic script, developed in the 9th century, is now used to write more than 50 languages across Eastern Europe and Central Asia.",0,
FT-0850,"Silbo Gomero, a whistled language used on Spain's La Gomera island, can carry conversations across valleys several kilometres apart.",0,
FT-0851,"Duolingo reports several hundred million registered users worldwide, making a phone app one of the largest informal language-learning tools in history.",0,
FT-0852,"Literate adults need to recognize roughly 3,000 to 4,000 Chinese characters for basic newspaper fluency, far more than any alphabet requires.",0,
FT-0853,"Esperanto, invented in 1887 to be a universal second language, is estimated to have at most a few hundred thousand fluent speakers today.",0,
FT-0854,"Speakers of Spanish, Italian and Portuguese share enough vocabulary that they can often follow one another's news broadcasts without ever studying the other language.",0,
FT-0855,"UNESCO estimates more than 40% of the roughly 7,000 languages spoken today are at risk of disappearing within a few generations.",0,
FT-0856,"Devanagari script and its relatives are used to write dozens of modern Indian languages, from Hindi and Marathi to Nepali.",0,
FT-0857,"Arabic script, adapted for languages from Persian to Urdu to Malay, is used by far more people than the Arabic language itself.",0,
FT-0858,Vietnamese was written in Chinese-derived characters for centuries before French colonial rule pushed it toward the Latin-based alphabet used today.,0,
FT-0859,"Christianity and Islam together account for over half of humanity, with roughly 2.4 billion and 2 billion adherents respectively by recent estimates.",0,
FT-0860,"The religiously unaffiliated number over a billion people worldwide, yet their global population share is projected to shrink as affiliated groups post higher birth rates.",0,
FT-0861,"Mecca's Hajj draws an estimated 1.5 to 2 million Muslims a year, one of the largest annual gatherings of humanity in one place.",0,
FT-0862,"The world's Jewish population, estimated at roughly 15-16 million today, has still not recovered to its pre-Holocaust level of about 16.5 million in 1939.",0,
FT-0863,"Zoroastrianism, once the state religion of the Persian Empire, is estimated to have fewer than 200,000 adherents left worldwide.",0,
FT-0864,"Sikhism, founded in 15th-century Punjab, now counts an estimated 25-30 million adherents, most still concentrated in that one Indian region.",0,
FT-0865,"Jainism has only a few million followers, almost all in India, yet its doctrine of nonviolence has shaped Indian vegetarianism far beyond its numbers.",0,
FT-0866,"Japan has more Shinto shrines than convenience stores, tens of thousands of them scattered across the country, many tiny and unstaffed.",0,
FT-0867,"Ethiopia's Orthodox Christian and Muslim communities have coexisted for well over a thousand years, since Islam arrived within the Prophet Muhammad's own lifetime.",0,
FT-0868,"Bahrain's population includes a Shia Muslim majority ruled by a Sunni royal family, a religious imbalance that has shaped decades of domestic tension.",0,
FT-0869,"Mauritius is one of the few countries outside South Asia where Hindus form the largest religious group, a legacy of 19th-century indentured labor migration.",0,
FT-0870,"The Amish population in the United States has roughly doubled every 20 years for decades, driven almost entirely by large families rather than conversion.",0,
FT-0871,"El Salvador made bitcoin legal tender in 2021, then reversed the mandate in 2025 under IMF pressure — it remains the only country to have tried it.",0,
FT-0872,"The Hong Kong dollar has been pegged at roughly 7.8 to the US dollar since 1983, one of the longest-running currency pegs on Earth.",0,
FT-0873,"Zimbabwe introduced its sixth new currency in 15 years in April 2024, a gold-backed unit called the ZiG, after its previous dollar collapsed on the black market.",0,
FT-0874,"Fourteen African countries still use the CFA franc, a currency pegged to the euro and historically guaranteed by the French treasury, an arrangement dating to the colonial era.",0,
FT-0875,"The United States holds the world's largest official gold reserves, at more than 8,000 tonnes, more than the next several countries combined.",0,
FT-0876,"Japan's public debt runs to roughly 235% of GDP, among the highest of any large economy, yet its borrowing costs stayed historically low for decades.",0,
FT-0877,"Panama, Liberia and the Marshall Islands together fly the flags of over 40% of the world's cargo shipping capacity, despite owning almost none of the ships themselves.",0,
FT-0878,"Grameen Bank, founded in Bangladesh in 1983, pioneered microloans of just a few dollars and helped launch a global microfinance industry.",0,
FT-0879,"Roughly 79% of adults worldwide now have a bank or mobile-money account, per World Bank Findex data, up sharply in just a few years — though hundreds of millions remain unbanked.",0,
FT-0880,"Cash is estimated to make up only a small single-digit share of retail payments in Sweden, one of the most cashless societies on Earth.",0,
FT-0881,"Taiwan's TSMC alone makes an estimated 70% of the world's outsourced advanced computer chips, giving one company outsized leverage over the global economy.",0,
FT-0882,"Nauru briefly became one of the richest countries per capita in the 1970s from phosphate mining, then faced near-bankruptcy within a generation once the reserves ran out.",0,
FT-0883,"Somalia's economy runs heavily on informal remittance networks known as hawala, since much of the country lacks a functioning conventional banking system.",0,
FT-0884,"China produces more than half the world's steel, more than every other producing country combined.",0,
FT-0885,"Roughly 1.3 million kilometres of undersea fiber-optic cable now carry the vast majority of intercontinental internet traffic, not satellites.",0,
FT-0886,"China's high-speed rail network grew from almost nothing in 2008 to over 45,000 km of track today, more than the rest of the world's high-speed lines combined.",0,
FT-0887,"An estimated 730 million people worldwide still lacked access to electricity in 2024, according to the IEA, with Sub-Saharan Africa accounting for roughly 8 in 10 of them.",0,
FT-0888,China's Three Gorges Dam generates more electricity in a year than some entire mid-sized countries consume.,0,
FT-0889,"Rare earth elements essential to electronics and green technology are overwhelmingly refined in China, even when they're mined elsewhere.",0,
FT-0890,"The Öresund link between Denmark and Sweden, opened in 2000, was among the first structures to connect two countries by both road and rail over open water.",0,
FT-0891,"Continental Europe runs one of the largest synchronized electricity grids on Earth, linking the power systems of more than 25 countries.",0,
FT-0892,"India's state railway employs well over a million people directly, making it one of the largest single employers on the planet.",0,
FT-0893,"China's Danyang-Kunshan Grand Bridge, the world's longest, stretches roughly 165 km, built mostly over rice paddies and lakes for a high-speed rail line.",0,
FT-0894,"Global cement production has roughly quadrupled since 1990, with China alone responsible for more than half of it.",0,
FT-0895,"Roughly 2.2 billion people worldwide lack safely managed drinking water at home, per WHO and UNICEF — more than 1 in 4 of all humanity.",0,
FT-0896,Dubai's Jebel Ali Port grew from empty desert in the 1970s into one of the largest man-made harbors on Earth.,0,
FT-0897,"Shanghai's port moved more than 51 million shipping containers in 2024, more than any other port on Earth by a wide margin.",0,
FT-0898,"Atlanta's Hartsfield-Jackson airport has ranked among the world's busiest for years, handling well over 100 million passengers annually.",0,
FT-0899,"Shanghai's two airports combined handled roughly 135 million passengers in a recent year, overtaking Tokyo as Asia's busiest airport city.",0,
FT-0900,"The world's commercial airline fleet has grown to more than 25,000 aircraft, moving billions of passengers a year in an industry that barely existed a century ago.",0,
FT-0901,"India's rail network carries more than 20 million passengers on an average day, roughly the population of a mid-sized country, every single day.",0,
FT-0902,"The Netherlands has more bicycles than people, and cycling accounts for a larger share of everyday trips there than almost anywhere else on Earth.",0,
FT-0903,"Container shipping is estimated to move roughly 80% or more of world trade by volume, almost entirely invisible to the people who buy what's inside.",0,
FT-0904,"The Strait of Hormuz, only about 33 km wide at its narrowest, is the transit route for roughly a fifth of the world's oil supply.",0,
FT-0905,"Ethiopian Airlines has grown into Africa's largest carrier, linking the continent to Asia and the Middle East through its Addis Ababa hub.",0,
FT-0906,Mumbai's suburban railway carries several million riders a day at densities that make it one of the most crowded transit systems on Earth.,0,
FT-0907,"The Beijing-Shanghai high-speed line covers roughly 1,300 km in under five hours, a trip that once took a full day or more by conventional rail.",0,
FT-0908,"Air cargo carries only a small fraction of world trade by weight but an estimated third or more of it by value, mostly electronics, medicine and perishables.",0,
FT-0909,"The world's registered merchant fleet now carries far more total cargo tonnage than a generation ago, even as crews have gotten smaller and ships larger.",0,
FT-0910,"Nearly 138 million children were engaged in child labor worldwide in 2024, almost two-thirds of them in Sub-Saharan Africa, per ILO and UNICEF estimates.",0,
FT-0911,"An estimated 50 million people worldwide were living in modern slavery as of 2021 — forced labor or forced marriage — according to the ILO, Walk Free and IOM.",0,
FT-0912,"More than 60% of the world's workers are estimated to hold informal jobs with no contract, benefits or legal protection, concentrated heavily in developing economies.",0,
FT-0913,"Women's labor-force participation in parts of the Middle East and North Africa remains below 25%, among the lowest rates of any region on Earth.",0,
FT-0914,"Women worldwide are estimated to earn on average roughly 20% less than men for comparable work, a gap that persists in nearly every country measured.",0,
FT-0915,"Retirement ages range from under 60 in some countries to 67 or higher in others, often for populations with very different life expectancies.",0,
FT-0916,The United States is one of the only wealthy countries with no federal law guaranteeing paid parental leave.,0,
FT-0917,"Union membership in Nordic countries can exceed 60-70% of the workforce, compared with roughly 1 in 10 workers in the United States.",0,
FT-0918,"Youth unemployment has topped 30% in parts of Southern Europe and North Africa in recent years, even as employers elsewhere report labor shortages.",0,
FT-0919,"The ""kafala"" sponsorship system, used across much of the Gulf for decades, ties a migrant worker's legal status directly to a single employer.",0,
FT-0920,"Informal domestic work, largely performed by women, is estimated to employ tens of millions of people worldwide with little to no legal protection in most countries.",0,
FT-0921,"Smallpox was declared eradicated in 1980 after a global vaccination campaign, the only human disease ever wiped out entirely.",0,
FT-0922,"Wild poliovirus now survives in only a couple of countries, down from more than 125 in 1988, after one of the largest public-health campaigns in history.",0,
FT-0923,"Nauru has one of the highest smoking rates on Earth, with nearly half its adult population using tobacco, per recent estimates.",0,
FT-0924,"Lesotho has recorded some of the highest suicide rates ever measured, alongside South Korea, Guyana and a handful of other countries with very different social pressures.",0,
FT-0925,"HIV prevalence among adults in parts of Southern Africa, including Eswatini and Lesotho, has exceeded 20% at points in the epidemic, among the highest rates ever recorded.",0,
FT-0926,"Antibiotic-resistant infections are estimated to contribute to more than a million deaths a year worldwide, a toll health officials warn is still rising.",0,
FT-0927,"Blood type distribution varies sharply by region: type O dominates across much of the Americas, while type B is far more common in parts of Central and South Asia.",0,
FT-0928,"South Korea has one of the highest rates of cosmetic surgery per capita on Earth, with a large share of young adults reporting having had a procedure.",0,
FT-0929,"COVID-19 caused several million confirmed deaths worldwide, and considerably more by broader excess-mortality estimates.",0,
FT-0930,"Surgical care remains out of reach for an estimated 5 billion people worldwide, mostly in low- and middle-income countries, according to global health researchers.",0,
FT-0931,"Life expectancy for women exceeds that of men in nearly every country on Earth, typically by 4 to 7 years, though the exact causes are still debated.",0,
FT-0932,"Diabetes prevalence has risen fastest across the Pacific islands and parts of the Gulf, some of which now report adult rates above 20%.",0,
FT-0933,"Roughly a third of all food produced worldwide is lost or wasted every year, from farm to fork, per UN Environment Programme estimates.",0,
FT-0934,"Between 638 and 720 million people faced hunger in 2024, with Africa alone accounting for over 300 million of them, per the UN's latest food security report.",0,
FT-0935,"Just three crops — wheat, rice and maize — supply roughly half of all the calories humans consume worldwide.",0,
FT-0936,"Colombia, Vietnam and Brazil together grow a large share of the world's coffee, feeding a global market worth tens of billions of dollars a year.",0,
FT-0937,"Indonesia and Malaysia together produce the overwhelming majority of the world's palm oil, now found in roughly half of packaged supermarket products.",0,
FT-0938,Brazil and India together account for a large share of the world's cane sugar production.,0,
FT-0939,"France, Italy and Spain together produce roughly half the world's wine by volume, a share that has slipped as vineyards spread to new countries.",0,
FT-0940,"China now produces more honey than any other country, much of it moving through export markets rather than domestic tables.",0,
FT-0941,"Overfishing has pushed roughly a third of the world's monitored fish stocks beyond biologically sustainable limits, per UN fisheries assessments.",0,
FT-0942,"Chili peppers, now central to cuisines from Sichuan to Ethiopia to Korea, originated in the Americas and only reached Asia and Africa after Columbus.",0,
FT-0943,"Russia, the US, Canada, France and Australia together account for the majority of the world's wheat traded across borders.",0,
FT-0944,"Ethiopia is traditionally credited as coffee's birthplace, in a legend involving a goat herder named Kaldi, yet Brazil now grows far more of it than any other country.",0,
FT-0945,"Smartphone ownership has passed 90% of adults in much of East Asia and Europe, while parts of Sub-Saharan Africa remain below half, per recent global surveys.",0,
FT-0946,"Solar power has become the cheapest source of new electricity in most of the world, a reversal from a decade ago when it was among the most expensive options.",0,
FT-0947,"More than 40 countries have now launched their own satellites, though a handful of spacefaring nations still account for the vast majority of orbital launches.",0,
FT-0948,Satellite-internet services like Starlink have begun reaching rural communities that traditional telecom companies never found profitable to wire.,0,
FT-0949,"Social media penetration exceeds 80% of the population in several wealthy and middle-income countries alike, narrowing older gaps in internet access.",0,
FT-0950,"E-commerce accounts for a larger share of retail spending in China than in almost any other major economy, built around mobile-payment platforms.",0,
FT-0951,"5G rollout has moved fastest across East Asia and the Gulf states, while much of the world still runs primarily on 4G or older networks.",0,
FT-0952,"Electric vehicles accounted for roughly 1 in 4 new cars sold worldwide in 2025, according to the IEA, a share that was under 1 in 20 just seven years earlier.",0,
FT-0953,"Africa has more registered mobile-money accounts per capita than any other region on Earth, even though traditional bank-branch density remains among the world's lowest.",0,
FT-0954,"Rwanda pioneered national-scale drone delivery of blood and medical supplies, reaching hospitals that once waited hours for shipments by road.",0,
FT-0955,Streaming platforms overtook cable and broadcast television subscriptions in several wealthy countries within roughly a decade of their mainstream launch.,0,
FT-0956,Telemedicine consultations surged worldwide during the COVID-19 pandemic and have stayed far above pre-pandemic levels in many countries since.,0,
FT-0957,"Spain's Ceuta and Melilla, on Morocco's coast, are the European Union's only land borders with Africa, each fenced off amid recurring disputes over migration.",0,
FT-0958,"Azerbaijan's Nakhchivan region is cut off from the rest of the country by Armenian territory, yet it still borders both Iran and Turkey.",0,
FT-0959,Angola's oil-rich Cabinda province is separated from the rest of Angola by a strip of Democratic Republic of Congo territory reaching the Atlantic coast.,0,
FT-0960,"Point Roberts, Washington, sits on a peninsula tip so oddly placed that reaching the rest of the United States by road means driving through Canada first.",0,
FT-0961,The German town of Büsingen am Hochrhein is completely encircled by Switzerland; mail there is routed through Swiss post codes even though it remains legally German territory.,0,
FT-0962,Austria's Kleinwalsertal valley can only be reached by road through Germany — no direct route connects it to the rest of Austria.,0,
FT-0963,A railway awarded to Belgium after the First World War sliced through German land so cleanly that it left five small German villages stranded as exclaves inside Belgium.,0,
FT-0964,"Llívia has been a Spanish town surrounded by France since 1659, after a treaty ceding ""villages"" to France didn't apply — Llívia argued it was legally a town.",0,
FT-0965,"Oman's Musandam Peninsula, overlooking the Strait of Hormuz, is cut off from the rest of the country by a stretch of United Arab Emirates territory.",0,
FT-0966,The small Austrian village of Jungholz has no direct road to the rest of Austria and can only be reached by driving through Germany.,0,
FT-0967,Gibraltar's airport runway crosses its own main road; traffic barriers close whenever a plane needs to land or take off from the British territory.,0,
FT-0968,"Spain still garrisons a handful of tiny islets off Morocco's Mediterranean coast, some barely larger than a football pitch, claimed as sovereign Spanish soil.",0,
FT-0969,"Aruba, Curaçao and Sint Maarten are constituent countries of the Kingdom of the Netherlands, sitting in the Caribbean thousands of kilometres from Amsterdam.",0,
FT-0970,"France's overseas department of French Guiana, on South America's northern coast, is legally as much a part of France as Paris — giving the EU a land border with Brazil.",0,
FT-0971,"Greenland voted to leave the European Communities in 1985, decades before Brexit, even though it remains part of Denmark, an EU member state to this day.",0,
FT-0972,"The Falkland Islands are self-governing under British sovereignty, but Argentina claims them as the Islas Malvinas — a dispute that led to war in 1982.",0,
FT-0973,"Near the Zambezi River, Zambia, Zimbabwe, Botswana and Namibia sit so close together that surveyors still debate whether it forms the world's only true international quadripoint.",0,
FT-0974,"The Four Corners Monument in the American Southwest marks the only spot where four US states — Arizona, Colorado, New Mexico and Utah — meet at a single point.",0,
FT-0975,"The self-declared Nagorno-Karabakh Republic, known to Armenians as Artsakh, governed itself for over three decades before dissolving on January 1, 2024, after Azerbaijan's 2023 offensive.",0,
FT-0976,"Northern Cyprus declared independence in 1983 and is recognized by exactly one UN member state, Turkey; the rest of the world treats it as part of Cyprus.",0,
FT-0977,"Abkhazia and South Ossetia broke from Georgia in the 1990s; Russia recognized both as independent states in 2008, a position shared by only a few other countries.",0,
FT-0978,"Egypt and Sudan have disputed the Halaib Triangle, a Red Sea coastal wedge of over 20,000 square km, since Sudan's 1956 independence, though Egypt administers it today.",0,
FT-0979,"Taiwan runs its own government, military and elections, but only a small number of UN member states maintain formal diplomatic ties with it rather than with Beijing.",0,
FT-0980,"The Sahrawi Arab Democratic Republic has belonged to the African Union and its OAU predecessor since 1982, a membership that led Morocco to quit the bloc for over three decades in protest.",0,
FT-0981,"Kashmir has been divided between India and Pakistan by a ceasefire line dating to 1949, renamed the Line of Control in 1972, with a separate strip administered by China.",0,
FT-0982,"Palestine is recognized as a state by more than 100 UN member states and holds non-member observer status at the United Nations itself, short of full membership.",0,
FT-0983,"Sikkim was an independent Himalayan kingdom until a 1975 referendum, held after Indian troops entered the territory, led to its merger into India as a full state.",0,
FT-0984,Crimea was annexed by Russia in 2014 in a move most of the world's governments do not recognize; Ukraine and most UN members still consider it Ukrainian territory.,0,
FT-0985,"Spain has claimed Gibraltar since Britain took it in 1713, even though Gibraltarians have repeatedly voted by large margins to remain British in referendums.",0,
FT-0986,"Bougainville voted 98% for independence from Papua New Guinea in a 2019 referendum; both sides have set a 2027 target date, though formal ratification is still pending.",0,
FT-0987,"Andorra's head of state is shared by two people at once: the President of France and the Spanish Bishop of Urgell, an arrangement dating to a 1278 treaty.",0,
FT-0988,"San Marino has no single president — it's led by two Captains Regent, elected jointly every six months, a system that has run continuously since medieval times.",0,
FT-0989,"Niue is self-governing in free association with New Zealand and has no UN seat, yet more people who identify as Niuean live in New Zealand than on Niue itself.",0,
FT-0990,"The Cook Islands sign their own international treaties despite not holding full UN membership, and their residents carry New Zealand citizenship.",0,
FT-0991,"Monaco, San Marino, Vatican City and Andorra all mint limited runs of their own euro coins under special agreements with the EU, despite none being EU members.",0,
FT-0992,"Palau, the Marshall Islands and Micronesia are independent states whose defense is guaranteed by the United States under Compacts of Free Association, in exchange for exclusive military access.",0,
FT-0993,Liechtenstein has used the Swiss franc since 1920 and shares a customs union with Switzerland; it has never issued its own national currency as a sovereign state.,0,
FT-0994,"Tokelau, a New Zealand territory of about 1,500 people spread across three atolls, has no airport — the only way in or out is a boat from Samoa that can take over a day.",0,
FT-0995,"The Cook Islands and Niue both issue their own collector coins and postage stamps, even though everyday transactions run on the New Zealand dollar.",0,
FT-0996,"Sri Lanka's official capital is Sri Jayawardenepura Kotte, a suburb of Colombo — but nearly every embassy and business still operates out of Colombo instead.",0,
FT-0997,"Switzerland's constitution names no official capital; Bern serves as the seat of the federal government purely by long-standing custom, styled the ""federal city.",0,
FT-0998,"Israel considers Jerusalem its capital, but for decades most foreign embassies were based in Tel Aviv, reflecting international disagreement over the city's status.",0,
FT-0999,"Brazil moved its capital from coastal Rio de Janeiro to the purpose-built city of Brasília in 1960, betting on development of the country's empty interior.",0,
FT-1000,"Ivory Coast's official capital, Yamoussoukro, was the birthplace of its first president — yet government offices and embassies remain concentrated in Abidjan.",0,
FT-1001,"Washington, D.C. belongs to no US state by design, a deliberate choice meant to stop any single state from wielding outsized influence over the federal government.",0,
FT-1002,Canberra was purpose-built in the early 20th century as a compromise capital after Sydney and Melbourne each refused to concede the honor to the other.,0,
FT-1003,"Ottawa became Canada's capital in 1857 partly because Queen Victoria favored an inland site, safer from potential attack along the US border.",0,
FT-1004,"Islamabad was built from scratch starting in 1960 to replace Karachi as Pakistan's capital, in part to sit closer to military headquarters in nearby Rawalpindi.",0,
FT-1005,"Putrajaya functions as Malaysia's administrative capital, built in the 1990s, while Kuala Lumpur remains the official capital and seat of parliament.",0,
FT-1006,"South Tarawa, capital of Kiribati, ranks among the most densely populated strips of land on Earth, even though the entire country has fewer than 120,000 people.",0,
FT-1007,"Libya's flag from 1977 to 2011 was a single solid field of green with no design, insignia or text — the only national flag in modern history to be one plain color.",0,
FT-1008,"Paraguay's flag is the only national flag with a different emblem on each side: the national seal on the front, the treasury seal on the back.",0,
FT-1009,"Denmark's Dannebrog pattern inspired the flags of Sweden, Norway, Finland and Iceland, which all fly variations of the same off-center Scandinavian cross.",0,
FT-1010,"New Zealand, Australia, Samoa and Papua New Guinea all place the Southern Cross constellation on their flags, marking their position under southern skies.",0,
FT-1011,"Bhutan's flag features a dragon clutching jewels, representing the country's own name for itself, Druk Yul, the ""Land of the Thunder Dragon.",0,
FT-1012,"Kosovo's flag avoids any single ethnic group's traditional colors, showing instead a gold map of the country beneath six stars for six ethnicities.",0,
FT-1013,"Ethiopia's green, yellow and red tricolor, never redesigned under colonial rule, inspired the flag colors of many newly independent African states after 1957.",0,
FT-1014,"Somalia's flag carries a single five-pointed star, historically said to represent the five regions where ethnic Somalis lived, including areas now in Ethiopia, Kenya and Djibouti.",0,
FT-1015,"The Union Jack combines the crosses of England's St George, Scotland's St Andrew and Ireland's St Patrick, but has never formally included a symbol for Wales.",0,
FT-1016,"Canada only adopted its maple leaf flag in 1965, replacing the Red Ensign after a bitterly contested debate in Parliament remembered as the Great Flag Debate.",0,
FT-1017,"Portugal's flag carries an armillary sphere, a navigational instrument symbolizing the country's age of maritime exploration.",0,
FT-1018,"Colombia, Venezuela and Ecuador all fly variations of the same yellow-blue-red tricolor, a shared legacy of Simón Bolívar's short-lived Gran Colombia.",0,
FT-1019,"Rabindranath Tagore wrote the lyrics behind two national anthems, India's and Bangladesh's, and reportedly inspired a third, Sri Lanka's, through one of his students.",0,
FT-1020,"Japan's anthem, Kimigayo, pairs some of the oldest lyrics of any national anthem — a poem from around 920 AD — with a melody chosen only in 1880.",0,
FT-1021,"Spain, San Marino, Kosovo and Bosnia and Herzegovina are the only four countries whose national anthems officially have no lyrics at all.",0,
FT-1022,"Uruguay's national anthem runs roughly five to six minutes in full performance and includes a mid-song solo, reportedly the longest anthem in the world by duration.",0,
FT-1023,"Greece and Cyprus share the same national anthem, ""Hymn to Liberty,"" an 1823 poem of 158 stanzas of which only the first two are typically sung.",0,
FT-1024,"Tanzania, Zambia and post-apartheid South Africa each built part of their national anthem around the same 19th-century hymn tune, ""Nkosi Sikelel' iAfrika.",0,
FT-1025,"The United Kingdom's ""God Save the King"" has never been made official by law — it holds its status purely through long-standing tradition.",0,
FT-1026,"Liechtenstein's national anthem is set to the exact same melody as the UK's ""God Save the King,"" a tune borrowed by several countries' anthems.",0,
FT-1027,"South Africa's national anthem is sung in five different languages within a single song — Xhosa, Zulu, Sesotho, Afrikaans and English — a rare hybrid of two former rival anthems.",0,
FT-1028,"Israel's anthem, ""Hatikvah,"" is set to a centuries-old melody with roots in a Sephardic prayer tune that also produced a Romanian folk song and echoes of Smetana's ""The Moldau.",0,
FT-1029,"Wales sings ""Hen Wlad Fy Nhadau"" at national sporting events, even though it has no anthem officially recognized separately from the rest of the United Kingdom.",0,
FT-1030,"Canada, Australia and New Zealand all used ""God Save the Queen"" or ""the King"" as their official or de facto anthem for decades before adopting their own.",0,
FT-1031,"India's national anthem has an official short version, lasting well under a minute, distinct from the full multi-stanza version used on formal state occasions.",0,
FT-1032,"New Zealand's Chatham Islands run 45 minutes ahead of the mainland, one of only a few places on Earth using a 45-minute time offset.",0,
FT-1033,"India and Sri Lanka both keep a single time zone offset by exactly 30 minutes from whole hours, UTC+5:30, despite each spanning wide longitudes.",0,
FT-1034,"South Australia and the Northern Territory sit 30 minutes off Eastern Australian time, while the settlement of Eucla, near the WA-SA border, unofficially keeps its own zone 45 minutes off Perth time.",0,
FT-1035,"North Korea created its own ""Pyongyang Time,"" UTC+8:30, in 2015 to mark 70 years since liberation from Japan, then abandoned it in 2018 to realign with South Korea.",0,
FT-1036,"The Eastern Orthodox churches of Russia, Georgia, Serbia and Jerusalem still follow the older Julian calendar for religious holidays, celebrating Christmas on January 7.",0,
FT-1037,"Afghanistan's Solar Hijri calendar counts years from the Prophet Muhammad's migration to Medina in 622 CE but tracks the solar year, keeping it roughly 621 years behind the Gregorian count.",0,
FT-1038,"Iran's new year, Nowruz, falls precisely on the spring equinox each year rather than a fixed calendar date, tying the Persian calendar directly to astronomy.",0,
FT-1039,"The Hebrew calendar counts years from a traditional creation date around 3761 BCE, keeping its year number more than 3,760 years ahead of the Gregorian calendar's.",0,
FT-1040,China's Lunar New Year shifts against the fixed Gregorian calendar every year because it follows a lunisolar calendar tied to moon phases rather than the solar year alone.,0,
FT-1041,"Myanmar uses a 30-minute offset, UTC+6:30, one of just a handful of countries worldwide whose clocks aren't aligned to a whole hour.",0,
FT-1042,"Fourteen African countries use the CFA franc, split into two currencies pegged to the euro, a monetary link to France that dates to the colonial era and remains contested today.",0,
FT-1043,"Bhutan's ngultrum is pegged one-to-one with the Indian rupee, and Indian rupee notes circulate freely alongside it inside the country.",0,
FT-1044,"The East Caribbean dollar is shared by eight island states and territories with separate governments, all pegged to the US dollar at a fixed rate since 1976.",0,
FT-1045,"El Salvador adopted the US dollar as legal tender in 2001, then in 2021 became the first country to also make Bitcoin legal tender, before later scaling the policy back.",0,
FT-1046,"Kiribati and Tuvalu each mint their own coins for national pride, but both ultimately rely on the Australian dollar as legal tender.",0,
FT-1047,"Transnistria, unrecognized by any UN member state, mints and prints its own currency, the Transnistrian ruble, including plastic coins, a rarity in currency production.",0,
FT-1048,"North Korea runs two parallel currency systems in practice: an ordinary won of little use to foreigners, and a separate hard-currency system used in hotels and hard-currency shops.",0,
FT-1049,"The euro replaced twelve separate national currencies simultaneously in 2002, one of the largest coordinated currency changeovers in modern history.",0,
FT-1050,"Turkey dropped six zeros from its lira in 2005, turning one million old lira into a single new lira overnight to combat decades of inflation.",0,
FT-1051,"North Korea's 2009 currency redenomination wiped out much of the population's private savings overnight, triggering rare public unrest in a tightly controlled state.",0,
FT-1052,"Djibouti has kept its franc pegged to the US dollar since 1949, one of the longest-running fixed exchange rates still in effect anywhere.",0,
FT-1053,"Ecuador's currency, the sucre, collapsed so badly in a 1999-2000 crisis that the country dropped it entirely in favor of the US dollar within months.",0,
